title,description,url,publishedAt
Tigran Gambaryan: The Star Crypto Investigator Kidnapped by Nigeria,"Tigran Gambaryan: The Star Crypto Investigator Kidnapped by Nigeria
The star IRS investigator-turned-executive was unlawfully detained by Nigeria and charged with tax evasion for Binance. His case shocked the crypto industry.
After eight long, harrowing month…",https://biztoc.com/x/163134f28f91dff6,2024-12-10T15:35:28Z
Erik Voorhees: Merging Crypto and AI,"Erik Voorhees: Merging Crypto and AI
The founder of DEX ShapeShift has launched a new AI platform that’s meant to be a safer and more neutral alternative to ChatGPT and Claude.
“Crypto + AI” is personified by Erik Voorhees. His career has spanned the eras. In…",https://biztoc.com/x/43de6e235398fd1d,2024-12-10T15:35:27Z
Ray Chan: Bridging Web2 and Web3 With Memes,"Ray Chan: Bridging Web2 and Web3 With Memes
The CEO of Memeland turned memes into cultural currency with 9GAG. Now, he's using crypto to transform them into tools for engagement and community.
2024 has been the year of the memecoin supercycle, with demand for…",https://biztoc.com/x/39839e7ff6866cd7,2024-12-10T15:35:26Z
Fairshake: Crypto Titans Use Old-School Dollars to Turn Tide in Congress,"Fairshake: Crypto Titans Use Old-School Dollars to Turn Tide in Congress
The industry went from pariah in Washington to being a top political player in less than two years, thanks in part to unlimited spending and hard-nosed tactics.
Here's the new political …",https://biztoc.com/x/ea9fd22d2d566034,2024-12-10T15:35:25Z
Cynthia Lummis: Laser-Eyed Lawmaker,"Cynthia Lummis: Laser-Eyed Lawmaker
The Wyoming senator has been a major crypto supporter since joining Congress in 2021. Now she’s the leading advocate for creating a Strategic Bitcoin Reserve.
“Lummis like hummus” reads the press secretary’s signature. It’s…",https://biztoc.com/x/9c1fa18255cb12a6,2024-12-10T15:35:21Z
Matthew Long: The UK’s Crypto Gatekeeper,"Matthew Long: The UK’s Crypto Gatekeeper
Under Long, the Financial Conduct Authority has been slow to approve crypto firms operating in the UK. Impending new rules may change that, however.
If the Financial Conduct Authority (FCA) is the gateway for crypto fi…",https://biztoc.com/x/8eef79c5153ade2e,2024-12-10T15:35:19Z
Robin Linus: Scaling Crypto’s Premier Network,"Robin Linus: Scaling Crypto’s Premier Network
The developer behind BitVM is facilitating the building of more and more applications atop Bitcoin.
Robin Linus shook up the crypto development landscape in October 2023 with a whitepaper presenting a theoretical …",https://biztoc.com/x/1c423d7810841dd0,2024-12-10T15:35:19Z
SAP fixed critical SSRF flaw in NetWeaver’s Adobe Document Services,"SAP has issued patches for 16 vulnerabilities, including a critical SSRF flaw in NetWeaver’s Adobe Document Services. SAP addressed 16 vulnerabilities as part of its December 2024 Security Patch Day. The company released nine new and four updated security not…",https://securityaffairs.com/171839/security/sap-fixed-critical-ssrf-flaw-netweaver.html,2024-12-10T15:35:06Z
"XRP Price: Analyst’s ABC Correction Forecast Plays Out Perfectly, Second Half Predicts Bullish Impulse To $2.8","The XRP price action has played out notable volatility in the past eight or so weeks, with intense trading activity not seen in over six years. Following the U.S. presidential election on November 5, 2024, where Donald Trump secured victory, XRP’s value surge…",http://www.newsbtc.com/analysis/xrp/xrp-price-analysts-abc-correction/,2024-12-10T15:30:46Z
"Bitcoin ‘Parabolic Phase’ Has Just Begun, Says Crypto Strategist – Here’s How Long It Could Last","Bitcoin witnessed its first-ever daily close above $100,000 over the weekend, and one popular analyst believes that BTC is in the early stages of a parabolic upside burst. The pseudonymous trader known as Rekt Capital tells 519,900 followers on the social med…",https://dailyhodl.com/2024/12/10/bitcoin-parabolic-phase-has-just-begun-says-crypto-strategist-heres-how-long-it-could-last/,2024-12-10T15:30:08Z
Illia Polosukhin: A Crypto+AI Pioneer,The co-founder of NEAR is working to create a full ecosystem for decentralized AI.,https://www.coindesk.com/tech/2024/12/10/illia-polosukhin-a-crypto-ai-pioneer,2024-12-10T15:30:02Z
Dan Niles on Nvidia (NVDA): People Just Want to Believe ‘Santa Claus Rally’,"We recently published a list of 10 Buzzing AI Stocks This Week. In this article, we are going to take a look at where Nvidia Corp (NASDAQ:NVDA) stands...",https://finance.yahoo.com/news/dan-niles-nvidia-nvda-people-152959730.html,2024-12-10T15:29:59Z
"Will XRP Hit $3 Again? Atomic Wallet Says No, Tells Holders To Prepare For Next Seven-Year Downtrend",The Ripple-affiliated XRP cryptocurrency has seen a downward slide over the last seven days after setting a seven-year high price of $2.82.,https://zycrypto.com/will-xrp-hit-3-again-atomic-wallet-says-no-tells-holders-to-prepare-for-next-seven-year-downtrend/,2024-12-10T15:29:42Z
Hunter Horsley and Matt Hougan: The Spot Crypto ETF Champions,"The two Bitwise executives have worked tirelessly to get crypto exchange-traded funds approved by the SEC, and this year they finally succeeded.",https://www.coindesk.com/business/2024/12/10/hunter-horsley-and-matt-hougan-the-spot-crypto-etf-champions,2024-12-10T15:29:30Z
Fred Thiel: The Michael Saylor of the Bitcoin Mining Industry,"The CEO of MARA Holdings has gone all-in on bitcoin, adding billions of dollars worth of the world’s largest cryptocurrency to MARA’s balance sheet.",https://www.coindesk.com/business/2024/12/10/fred-thiel-the-michael-saylor-of-the-bitcoin-mining-industry,2024-12-10T15:29:25Z
SEBI expands T+0 settlement cycle for top 500 stocks,"SEBI widens scope of optional T+0 settlement cycle in equity cash market for top 500 scrips, effective January 31, 2025.",https://www.thehindubusinessline.com/markets/sebi-expands-t0-settlement-cycle-for-top-500-stocks/article68969408.ece,2024-12-10T15:27:50Z
"Dogecoin, Shiba Inu and Bonk Are Still Down Bad as Bitcoin Recovers","Meme coins took a hard hit as Bitcoin plunged on Monday and liquidations surged, with Dogecoin and others still showing red.",https://decrypt.co/295814/dogecoin-shiba-inu-down-bad-bitcoin-recovers,2024-12-10T15:26:42Z
Stocks Mixed Ahead of Key US Inflation News,"Less than $10/month! View ALL results for your Stocks, ETFs and Funds Screeners with Barchart Plus.
FREE 30 Day Trial
- Market Pulse
-
- Options Market Overview
- Unusual Options Activity
- IV Rank and IV Percentile
- Implied vs Realized Vol
- Most Active Opt…",https://biztoc.com/x/9ba9d0da107119c6,2024-12-10T15:24:23Z
"AMD downgraded, PayPal upgraded: Wall Street’s top analyst calls","In This Article:
The most talked about and market moving research calls around Wall Street are now in one place. Here are today’s research calls that investors need to know, as compiled by The Fly.
Pick the best stocks and maximize your portfolio:
-
Discover …",https://biztoc.com/x/0e3e2a553d21d0fb,2024-12-10T15:24:10Z
Price Analysis: Bitcoin Finds Support at the $93k Level,"The crypto market shed 6.48% (roughly $240 billion) yesterday as Bitcoin’s fall from $101,000 to a daily low of $93,000 sparked $750 million in liquidations. Major cryptos have begun to recover, with some alts already logging double-digit price increases. Mea…",https://coinjournal.net/news/price-analysis-bitcoin-finds-support-at-the-93k-level/,2024-12-10T15:22:45Z
Helium's Frank Ong: Building Out DePIN's First Big Success Story,Helium was a DePIN long before DePIN was a word. Long-time COO Mong is gratified to see (literally) a thousand projects emulating its economic model in 2024.,https://www.coindesk.com/tech/2024/12/10/heliums-frank-ong-building-out-de-pins-first-big-success-story,2024-12-10T15:20:52Z
Helium's Frank Mong: Building Out DePIN's First Big Success Story,Helium was a DePIN long before DePIN was a word. Long-time COO Mong is gratified to see (literally) a thousand projects emulating its economic model in 2024.,https://www.coindesk.com/tech/2024/12/10/heliums-frank-mong-building-out-depin-s-first-big-success-story,2024-12-10T15:20:52Z
"Risk highest for United Rentals after Ashtead guidance cut, says Baird","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",https://thefly.com/permalinks/entry.php/id4036174/URI;ASHTY;HRI;OSK;TEX-Risk-highest-for-United-Rentals-after-Ashtead-guidance-cut-says-Baird,2024-12-10T15:20:30Z
Fairshake: Crypto Titans Use Old-School Dollars to Turn Tide in Congress,"The industry went from pariah in Washington to being a top political player in less than two years, thanks in part to unlimited spending and hard-nosed tactics.",https://www.coindesk.com/policy/2024/12/10/fairshake-crypto-titans-use-old-school-dollars-to-turn-tide-in-congress,2024-12-10T15:19:58Z
The Real Altcoin Season Is Coming In 2025,"Altcoins outperformed bitcoin in 2024, but the best is yet to come. Explore key indicators, narratives, and what’s next for crypto markets in 2025.",https://www.forbes.com/sites/digital-assets/2024/12/10/the-real-altcoin-season-is-coming-in-2025/,2024-12-10T15:18:53Z
Erik Voorhees: Merging Crypto and AI,The founder of DEX ShapeShift has launched a new AI platform that’s meant to be a safer and more neutral alternative to ChatGPT and Claude.,https://www.coindesk.com/tech/2024/12/10/erik-voorhees-merging-crypto-and-ai,2024-12-10T15:18:41Z
Israel strikes Syria 480 times and seizes territory as Netanyahu pledges to change face of the Middle East | CNN,"The collapse of the Assad regime has prompted a punishing military response from Israel, which has launched airstrikes at military targets across Syria and deployed ground troops both into and beyond a demilitarized buffer zone for the first time in 50 years.",https://www.cnn.com/2024/12/10/middleeast/israel-syria-assad-strikes-intl/index.html,2024-12-10T15:18:31Z
"The top 39 stocks expected to beat the S&P 500 by almost 4 times in 2025, according to Goldman Sachs","These stocks have the best reward for risk with four times the expected returns, the bank said.",https://www.businessinsider.com/top-stocks-to-buy-for-best-returns-2025-goldman-sachs-2024-12,2024-12-10T15:18:28Z
FINRA Crawls Toward Crypto Acceptance While Wirehouses Hold The Line,"This move represents a slow but discernible shift in the regulatory landscape, as FINRA attempts to provide some guidance for institutions and individuals under their ...",https://www.forbes.com/sites/digital-assets/2024/12/10/finra-crawls-toward-crypto-acceptance-while-wirehouses-hold-the-line/,2024-12-10T15:17:40Z
Steve Yun: Driving Web3 Adoption Via Telegram,The president of the TON Foundation has millions tapping their phones to earn crypto.,https://www.coindesk.com/tech/2024/12/10/steve-yun-driving-web3-adoption-via-telegram,2024-12-10T15:16:13Z
Jupiter Neurosciences Inc trading resumes,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",https://thefly.com/permalinks/entry.php/id4036172/JUNS-Jupiter-Neurosciences-Inc-trading-resumes,2024-12-10T15:15:45Z
United Rentals stock dips after Ashtead cuts revenue forecast,United Rentals stock dips after Ashtead cuts revenue forecast,https://www.investing.com/news/stock-market-news/united-rentals-stock-dips-after-ashtead-cuts-revenue-forecast-93CH-3764231,2024-12-10T15:15:13Z
Dow Jones Futures Fall As Inflation Data Looms; Nvidia Slides To Key Level - Investor's Business Daily,"Dow Jones Futures Fall As Inflation Data Looms; Nvidia Slides To Key LevelInvestor's Business Daily Stock market today: Dow, S&P 500, Nasdaq futures hit pause in countdown to consumer inflation dataYahoo Finance Momentum stocks just tanked — that has some ana…",https://slashdot.org/firehose.pl?op=view&amp;id=175630981,2024-12-10T15:12:36Z
"Eric Trump Sees Bitcoin Reaching $1M per BTC, Predicts It Will Deliver a Global Financial Revolution","Eric Trump, executive vice president of the Trump Organization and son of U.S. President-elect Donald Trump, delivered a rousing speech at the Bitcoin MENA 2024 conference in Abu Dhabi on Dec. 9. Trump confidently predicted that Bitcoin would surpass $1 milli…",https://www.cryptoglobe.com/latest/2024/12/eric-trump-sees-bitcoin-reaching-1m-per-btc-predicts-it-will-deliver-a-global-financial-revolution/,2024-12-10T15:12:33Z
Solana Price On The Verge of Massive Bull Spike Following Donald Trump’s New Nomination,"Several crypto enthusiasts have tipped a surging price for Solana (SOL) following Donald Trump’s Artificial Intelligence (AI) and Crypto policy adviser. The President-elect named David Sacks, the White House Crypto Czar, citing its importance to the economy. …",https://zycrypto.com/solana-price-on-the-verge-of-massive-bull-spike-following-donald-trumps-new-nomination/,2024-12-10T15:12:16Z
Donald Trump: The Crypto President,"His July speech at the Bitcoin Conference, in Nashville, was a turning point for crypto, promising an easier path for the industry heading into 2025.",https://www.coindesk.com/policy/2024/12/10/donald-trump-the-crypto-president,2024-12-10T15:12:13Z
Elon Musk's role in Donald Trump's Presidency finalized? What we know so far,Elon Musk and US President-elect Donald Trump have forged a strong rapport. What will be Billionaire's position in the new Republican government.,https://economictimes.indiatimes.com/news/international/us/elon-musks-role-in-donald-trumps-presidency-finalized-what-we-know-so-far/articleshow/116179995.cms,2024-12-10T15:11:08Z
Cynthia Lummis: Laser-Eyed Lawmaker,The Wyoming senator has been a major crypto supporter since joining Congress in 2021. Now she’s the leading advocate for creating a Strategic Bitcoin Reserve.,https://www.coindesk.com/policy/2024/12/10/cynthia-lummis-laser-eyed-lawmaker,2024-12-10T15:10:29Z
WTO fish talks: India says per capita subsidy should be basis for cuts,India advocates for per capita fisheries subsidies at WTO to address disparities and promote sustainable fishing practices globally.,https://www.thehindubusinessline.com/economy/wto-fish-talks-india-says-per-capita-subsidy-should-be-basis-for-cuts/article68969778.ece,2024-12-10T15:09:50Z
Milady CULT Coin Finally Launched—Why Did It Take So Long and What’s Next?,"“We waited for the right timing. You only get one chance to set the tone for a launch,” Remilia Corporation founder Charlotte Fang told Decrypt.",https://decrypt.co/295800/milady-cult-why-it-took-so-long,2024-12-10T15:09:48Z
